O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
17-2121.01,Marine Engineers,11-9021.00,Construction Managers,8
17-2121.01,Marine Engineers,17-2141.00,Mechanical Engineers,9
17-2121.01,Marine Engineers,17-2071.00,Electrical Engineers,10
17-2121.02,Marine Architects,17-2199.03,Energy Engineers,1
17-2121.02,Marine Architects,17-2111.02,Fire-Prevention and Protection Engineers,2
17-2121.02,Marine Architects,17-2071.00,Electrical Engineers,3
17-2121.02,Marine Architects,17-2141.00,Mechanical Engineers,4
17-2121.02,Marine Architects,13-1081.01,Logistics Engineers,5
17-2121.02,Marine Architects,17-2051.00,Civil Engineers,6
17-2121.02,Marine Architects,17-2199.02,Validation Engineers,7
17-2121.02,Marine Architects,17-2051.01,Transportation Engineers,8
17-2121.02,Marine Architects,27-1021.00,Commercial and Industrial Designers,9
17-2121.02,Marine Architects,11-9041.00,Architectural and Engineering Managers,10
17-2131.00,Materials Engineers,17-2199.02,Validation Engineers,1
17-2131.00,Materials Engineers,17-2112.00,Industrial Engineers,2
17-2131.00,Materials Engineers,17-2199.01,Biochemical Engineers,3
17-2131.00,Materials Engineers,17-2011.00,Aerospace Engineers,4
17-2131.00,Materials Engineers,17-2071.00,Electrical Engineers,5
17-2131.00,Materials Engineers,17-2199.03,Energy Engineers,6
17-2131.00,Materials Engineers,17-2111.03,Product Safety Engineers,7
17-2131.00,Materials Engineers,19-2032.00,Materials Scientists,8
17-2131.00,Materials Engineers,19-2031.00,Chemists,9
17-2131.00,Materials Engineers,13-1081.01,Logistics Engineers,10
17-2141.00,Mechanical Engineers,17-2011.00,Aerospace Engineers,1
17-2141.00,Mechanical Engineers,17-2071.00,Electrical Engineers,2
17-2141.00,Mechanical Engineers,17-2199.07,Photonics Engineers,3
17-2141.00,Mechanical Engineers,17-3029.06,Manufacturing Engineering Technologists,4
17-2141.00,Mechanical Engineers,17-2072.00,"Electronics Engineers, Except Computer",5
17-2141.00,Mechanical Engineers,17-2199.02,Validation Engineers,6
17-2141.00,Mechanical Engineers,17-2112.00,Industrial Engineers,7
17-2141.00,Mechanical Engineers,13-1081.01,Logistics Engineers,8
17-2141.00,Mechanical Engineers,17-3026.00,Industrial Engineering Technicians,9
17-2141.00,Mechanical Engineers,17-2111.03,Product Safety Engineers,10
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2081.00,Environmental Engineers,1
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2051.00,Civil Engineers,2
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2199.03,Energy Engineers,3
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2111.02,Fire-Prevention and Protection Engineers,4
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2041.00,Chemical Engineers,5
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2021.00,Agricultural Engineers,6
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2051.01,Transportation Engineers,7
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",13-1081.01,Logistics Engineers,8
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2171.00,Petroleum Engineers,9
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",19-2043.00,Hydrologists,10
17-2161.00,Nuclear Engineers,17-2041.00,Chemical Engineers,1
17-2161.00,Nuclear Engineers,17-2111.02,Fire-Prevention and Protection Engineers,2
17-2161.00,Nuclear Engineers,17-2199.03,Energy Engineers,3
17-2161.00,Nuclear Engineers,13-1081.01,Logistics Engineers,4
17-2161.00,Nuclear Engineers,17-2071.00,Electrical Engineers,5
17-2161.00,Nuclear Engineers,17-2051.00,Civil Engineers,6
17-2161.00,Nuclear Engineers,17-2199.02,Validation Engineers,7
17-2161.00,Nuclear Engineers,17-2021.00,Agricultural Engineers,8
17-2161.00,Nuclear Engineers,17-2011.00,Aerospace Engineers,9
17-2161.00,Nuclear Engineers,17-2199.07,Photonics Engineers,10
17-2171.00,Petroleum Engineers,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1
17-2171.00,Petroleum Engineers,17-2199.03,Energy Engineers,2
17-2171.00,Petroleum Engineers,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",3
17-2171.00,Petroleum Engineers,17-2199.02,Validation Engineers,4
17-2171.00,Petroleum Engineers,13-1081.01,Logistics Engineers,5
17-2171.00,Petroleum Engineers,13-1081.02,Logistics Analysts,6
17-2171.00,Petroleum Engineers,17-2112.00,Industrial Engineers,7
17-2171.00,Petroleum Engineers,17-2071.00,Electrical Engineers,8
17-2171.00,Petroleum Engineers,17-2111.02,Fire-Prevention and Protection Engineers,9
17-2171.00,Petroleum Engineers,17-2051.00,Civil Engineers,10
17-2199.01,Biochemical Engineers,17-2199.02,Validation Engineers,1
17-2199.01,Biochemical Engineers,19-1012.00,Food Scientists and Technologists,2
17-2199.01,Biochemical Engineers,17-2131.00,Materials Engineers,3
17-2199.01,Biochemical Engineers,17-2041.00,Chemical Engineers,4
17-2199.01,Biochemical Engineers,17-2031.00,Biomedical Engineers,5
17-2199.01,Biochemical Engineers,19-1021.00,Biochemists and Biophysicists,6
17-2199.01,Biochemical Engineers,19-2031.00,Chemists,7
17-2199.01,Biochemical Engineers,17-2161.00,Nuclear Engineers,8
17-2199.01,Biochemical Engineers,17-2199.07,Photonics Engineers,9
17-2199.01,Biochemical Engineers,17-2199.03,Energy Engineers,10
17-2199.02,Validation Engineers,17-2111.03,Product Safety Engineers,1
17-2199.02,Validation Engineers,17-2199.03,Energy Engineers,2
17-2199.02,Validation Engineers,17-2112.00,Industrial Engineers,3
17-2199.02,Validation Engineers,17-2131.00,Materials Engineers,4
17-2199.02,Validation Engineers,17-2011.00,Aerospace Engineers,5
17-2199.02,Validation Engineers,17-2199.01,Biochemical Engineers,6
17-2199.02,Validation Engineers,17-2071.00,Electrical Engineers,7
17-2199.02,Validation Engineers,17-2111.02,Fire-Prevention and Protection Engineers,8
17-2199.02,Validation Engineers,19-1012.00,Food Scientists and Technologists,9
17-2199.02,Validation Engineers,13-1081.01,Logistics Engineers,10
17-2199.03,Energy Engineers,17-2111.02,Fire-Prevention and Protection Engineers,1
17-2199.03,Energy Engineers,17-2051.00,Civil Engineers,2
17-2199.03,Energy Engineers,17-2081.00,Environmental Engineers,3
17-2199.03,Energy Engineers,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",4
17-2199.03,Energy Engineers,17-2021.00,Agricultural Engineers,5
17-2199.03,Energy Engineers,17-2199.02,Validation Engineers,6
17-2199.03,Energy Engineers,17-2121.01,Marine Engineers,7
17-2199.03,Energy Engineers,19-2043.00,Hydrologists,8
17-2199.03,Energy Engineers,13-1081.01,Logistics Engineers,9
17-2199.03,Energy Engineers,11-9021.00,Construction Managers,10
17-2199.04,Manufacturing Engineers,17-3029.06,Manufacturing Engineering Technologists,1
17-2199.04,Manufacturing Engineers,17-2199.08,Robotics Engineers,2
17-2199.04,Manufacturing Engineers,17-2121.01,Marine Engineers,3
17-2199.04,Manufacturing Engineers,17-2141.00,Mechanical Engineers,4
17-2199.04,Manufacturing Engineers,17-2041.00,Chemical Engineers,5
17-2199.04,Manufacturing Engineers,17-3029.04,Electronics Engineering Technologists,6
17-2199.04,Manufacturing Engineers,17-2199.07,Photonics Engineers,7
17-2199.04,Manufacturing Engineers,17-2072.00,"Electronics Engineers, Except Computer",8
17-2199.04,Manufacturing Engineers,17-2112.00,Industrial Engineers,9
17-2199.04,Manufacturing Engineers,13-1081.01,Logistics Engineers,10
17-2199.07,Photonics Engineers,17-2072.00,"Electronics Engineers, Except Computer",1
17-2199.07,Photonics Engineers,17-2071.00,Electrical Engineers,2
17-2199.07,Photonics Engineers,17-2141.00,Mechanical Engineers,3
17-2199.07,Photonics Engineers,17-2031.00,Biomedical Engineers,4
17-2199.07,Photonics Engineers,17-3029.06,Manufacturing Engineering Technologists,5
17-2199.07,Photonics Engineers,17-2011.00,Aerospace Engineers,6
17-2199.07,Photonics Engineers,13-1081.01,Logistics Engineers,7
17-2199.07,Photonics Engineers,17-2199.01,Biochemical Engineers,8
17-2199.07,Photonics Engineers,17-2199.08,Robotics Engineers,9
17-2199.07,Photonics Engineers,17-2199.03,Energy Engineers,10
17-2199.08,Robotics Engineers,17-2199.04,Manufacturing Engineers,1
17-2199.08,Robotics Engineers,17-3029.06,Manufacturing Engineering Technologists,2
17-2199.08,Robotics Engineers,17-3029.04,Electronics Engineering Technologists,3
17-2199.08,Robotics Engineers,17-2199.07,Photonics Engineers,4
17-2199.08,Robotics Engineers,17-2072.00,"Electronics Engineers, Except Computer",5
17-2199.08,Robotics Engineers,17-3024.01,Robotics Technicians,6
17-2199.08,Robotics Engineers,17-2141.00,Mechanical Engineers,7
17-2199.08,Robotics Engineers,17-2161.00,Nuclear Engineers,8
17-2199.08,Robotics Engineers,13-1081.01,Logistics Engineers,9
17-2199.08,Robotics Engineers,17-2112.00,Industrial Engineers,10
17-3011.01,Architectural Drafters,17-3011.02,Civil Drafters,1
17-3011.01,Architectural Drafters,27-1021.00,Commercial and Industrial Designers,2
17-3011.01,Architectural Drafters,17-1021.00,Cartographers and Photogrammetrists,3
17-3011.01,Architectural Drafters,15-1199.05,Geographic Information Systems Technicians,4
17-3011.01,Architectural Drafters,17-3022.00,Civil Engineering Technicians,5
17-3011.01,Architectural Drafters,17-2121.02,Marine Architects,6
17-3011.01,Architectural Drafters,17-3031.02,Mapping Technicians,7
17-3011.01,Architectural Drafters,17-3012.02,Electrical Drafters,8
17-3011.01,Architectural Drafters,17-3013.00,Mechanical Drafters,9
17-3011.01,Architectural Drafters,27-1025.00,Interior Designers,10
17-3011.02,Civil Drafters,17-3022.00,Civil Engineering Technicians,1
17-3011.02,Civil Drafters,17-3012.02,Electrical Drafters,2
17-3011.02,Civil Drafters,17-3031.02,Mapping Technicians,3
17-3011.02,Civil Drafters,17-3013.00,Mechanical Drafters,4
17-3011.02,Civil Drafters,17-3011.01,Architectural Drafters,5
17-3011.02,Civil Drafters,17-3012.01,Electronic Drafters,6
17-3011.02,Civil Drafters,17-1021.00,Cartographers and Photogrammetrists,7
17-3011.02,Civil Drafters,51-6092.00,Fabric and Apparel Patternmakers,8
17-3011.02,Civil Drafters,15-1199.05,Geographic Information Systems Technicians,9
17-3011.02,Civil Drafters,17-3031.01,Surveying Technicians,10
17-3012.01,Electronic Drafters,17-3013.00,Mechanical Drafters,1
17-3012.01,Electronic Drafters,17-3012.02,Electrical Drafters,2
17-3012.01,Electronic Drafters,17-3011.02,Civil Drafters,3
17-3012.01,Electronic Drafters,27-1021.00,Commercial and Industrial Designers,4
17-3012.01,Electronic Drafters,17-3031.02,Mapping Technicians,5
17-3012.01,Electronic Drafters,17-3022.00,Civil Engineering Technicians,6
17-3012.01,Electronic Drafters,17-3023.01,Electronics Engineering Technicians,7
17-3012.01,Electronic Drafters,51-5111.00,Prepress Technicians and Workers,8
17-3012.01,Electronic Drafters,27-4032.00,Film and Video Editors,9
17-3012.01,Electronic Drafters,51-6092.00,Fabric and Apparel Patternmakers,10
17-3012.02,Electrical Drafters,17-3011.02,Civil Drafters,1
17-3012.02,Electrical Drafters,17-3013.00,Mechanical Drafters,2
17-3012.02,Electrical Drafters,17-3012.01,Electronic Drafters,3
17-3012.02,Electrical Drafters,17-3022.00,Civil Engineering Technicians,4
17-3012.02,Electrical Drafters,17-3031.02,Mapping Technicians,5
17-3012.02,Electrical Drafters,51-6092.00,Fabric and Apparel Patternmakers,6
17-3012.02,Electrical Drafters,27-4032.00,Film and Video Editors,7
17-3012.02,Electrical Drafters,17-3011.01,Architectural Drafters,8
17-3012.02,Electrical Drafters,17-1021.00,Cartographers and Photogrammetrists,9
17-3012.02,Electrical Drafters,17-3023.01,Electronics Engineering Technicians,10
17-3013.00,Mechanical Drafters,17-3012.01,Electronic Drafters,1
17-3013.00,Mechanical Drafters,17-3012.02,Electrical Drafters,2
17-3013.00,Mechanical Drafters,17-3011.02,Civil Drafters,3
17-3013.00,Mechanical Drafters,17-3031.02,Mapping Technicians,4
17-3013.00,Mechanical Drafters,27-1021.00,Commercial and Industrial Designers,5
17-3013.00,Mechanical Drafters,51-6092.00,Fabric and Apparel Patternmakers,6
17-3013.00,Mechanical Drafters,17-3022.00,Civil Engineering Technicians,7
17-3013.00,Mechanical Drafters,17-3011.01,Architectural Drafters,8
17-3013.00,Mechanical Drafters,17-3023.01,Electronics Engineering Technicians,9
17-3013.00,Mechanical Drafters,27-4032.00,Film and Video Editors,10
17-3021.00,Aerospace Engineering and Operations Technicians,17-2071.00,Electrical Engineers,1
17-3021.00,Aerospace Engineering and Operations Technicians,17-2072.00,"Electronics Engineers, Except Computer",2
17-3021.00,Aerospace Engineering and Operations Technicians,17-3029.04,Electronics Engineering Technologists,3
17-3021.00,Aerospace Engineering and Operations Technicians,17-3027.00,Mechanical Engineering Technicians,4
17-3021.00,Aerospace Engineering and Operations Technicians,17-3029.06,Manufacturing Engineering Technologists,5
17-3021.00,Aerospace Engineering and Operations Technicians,17-2112.00,Industrial Engineers,6
17-3021.00,Aerospace Engineering and Operations Technicians,13-1081.01,Logistics Engineers,7
17-3021.00,Aerospace Engineering and Operations Technicians,17-2199.07,Photonics Engineers,8
17-3021.00,Aerospace Engineering and Operations Technicians,17-2141.00,Mechanical Engineers,9
17-3021.00,Aerospace Engineering and Operations Technicians,17-3024.01,Robotics Technicians,10
17-3022.00,Civil Engineering Technicians,17-3011.02,Civil Drafters,1
17-3022.00,Civil Engineering Technicians,17-3031.02,Mapping Technicians,2
17-3022.00,Civil Engineering Technicians,17-3012.02,Electrical Drafters,3
17-3022.00,Civil Engineering Technicians,51-8012.00,Power Distributors and Dispatchers,4
17-3022.00,Civil Engineering Technicians,53-6041.00,Traffic Technicians,5
17-3022.00,Civil Engineering Technicians,17-3011.01,Architectural Drafters,6
17-3022.00,Civil Engineering Technicians,17-3013.00,Mechanical Drafters,7
17-3022.00,Civil Engineering Technicians,47-4011.00,Construction and Building Inspectors,8
17-3022.00,Civil Engineering Technicians,17-3012.01,Electronic Drafters,9
17-3022.00,Civil Engineering Technicians,17-3031.01,Surveying Technicians,10
17-3023.01,Electronics Engineering Technicians,17-3023.03,Electrical Engineering Technicians,1
17-3023.01,Electronics Engineering Technicians,17-3027.00,Mechanical Engineering Technicians,2
17-3023.01,Electronics Engineering Technicians,27-4012.00,Broadcast Technicians,3
17-3023.01,Electronics Engineering Technicians,49-2091.00,Avionics Technicians,4
17-3023.01,Electronics Engineering Technicians,17-3029.09,Manufacturing Production Technicians,5
17-3023.01,Electronics Engineering Technicians,15-1151.00,Computer User Support Specialists,6
17-3023.01,Electronics Engineering Technicians,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7
